eps,min_samples,silhouette_score,num_clusters,num_outliers
0.04600000000000001,70,0.35842741563200603,1,2492
0.048000000000000015,122,0.357914989155604,1,2654
0.04200000000000001,40,0.35748016973029245,1,2444
0.038000000000000006,22,0.35735131862773606,1,2449
0.04600000000000001,72,0.3573458426647165,1,2501
0.04400000000000001,58,0.35703222472123836,1,2507
0.04000000000000001,30,0.35682820315180225,1,2452
0.048000000000000015,124,0.35680407208285847,1,2676
0.036000000000000004,16,0.35674721360488715,1,2447
0.05000000000000002,184,0.35674662640262367,1,2748
0.04600000000000001,74,0.35672319845521494,1,2507
0.05000000000000002,186,0.35667616805746183,1,2754
0.04600000000000001,76,0.3561089698122323,1,2522
0.04600000000000001,82,0.35598120096336455,1,2578
0.04200000000000001,42,0.35594241448567726,1,2477
0.04600000000000001,78,0.3559339334116683,1,2542
0.05000000000000002,188,0.355919143017112,1,2760
0.05000000000000002,190,0.3558795623267237,1,2762
0.04400000000000001,60,0.3558018036020907,1,2520
0.05000000000000002,192,0.35565664701514466,1,2768
0.04200000000000001,44,0.3555850421846536,1,2490
0.05000000000000002,194,0.3555433578990739,1,2771
0.04600000000000001,84,0.35551380136557437,1,2583
0.05000000000000002,196,0.3554255324065822,1,2772
0.05000000000000002,198,0.3553895621955932,1,2773
0.04600000000000001,86,0.35538491779584563,1,2610
0.034,12,0.35537690178335607,1,2466
0.048000000000000015,128,0.35533893640422587,1,2694
0.048000000000000015,126,0.355338228580743,1,2692
0.048000000000000015,130,0.3552352607321516,1,2697
0.048000000000000015,132,0.3550871761609125,1,2704
0.04600000000000001,80,0.35497866024437086,1,2554
0.04400000000000001,62,0.35483002895779536,1,2528
0.048000000000000015,138,0.3547865612526333,1,2736
0.048000000000000015,136,0.3546297419634316,1,2726
0.04600000000000001,88,0.3546189507306253,1,2621
0.048000000000000015,142,0.35460588193633463,1,2747
0.048000000000000015,140,0.35460430727156517,1,2738
0.048000000000000015,134,0.3544437722445816,1,2718
0.048000000000000015,144,0.354390231568941,1,2749
0.048000000000000015,146,0.35426875923882295,1,2750
0.036000000000000004,18,0.35418933574135836,1,2489
0.04200000000000001,46,0.35405197834163066,1,2528
0.04600000000000001,90,0.3539725904773466,1,2629
0.038000000000000006,24,0.3539445131681797,1,2495
0.048000000000000015,148,0.35362980954743045,1,2782
0.04000000000000001,32,0.3533423122580368,1,2498
0.048000000000000015,150,0.3529632425891349,1,2788
0.048000000000000015,152,0.3528410949237229,1,2789
0.04200000000000001,48,0.35256801461211207,1,2560
0.048000000000000015,154,0.35238887343238445,1,2803
0.04600000000000001,94,0.35234048648760485,1,2664
0.04600000000000001,92,0.35221578243192997,1,2657
0.04200000000000001,50,0.35213676055649296,1,2570
0.04400000000000001,64,0.3518322338256884,1,2559
0.04200000000000001,52,0.3516684775964962,1,2578
0.038000000000000006,26,0.3515487121973165,1,2526
0.04600000000000001,96,0.35144081060404364,1,2672
0.048000000000000015,156,0.35120272795498986,1,2814
0.034,14,0.3511995619009495,1,2529
0.036000000000000004,20,0.35109009940953806,1,2533
0.048000000000000015,158,0.35098718290098946,1,2822
0.04400000000000001,66,0.35096401479352735,1,2571
0.048000000000000015,160,0.35072620498983736,1,2824
0.04200000000000001,54,0.35072483729088494,1,2586
0.04000000000000001,34,0.35071311588708126,1,2538
0.04600000000000001,98,0.35068557239539133,1,2702
0.04400000000000001,68,0.3506698672720692,1,2583
